시간	No.	카테고리	문제 전문	정답 키워드	해설 및 암기 팁
2:12:05	418	전기설비	가연성 가스가 존재하는 장소에 저압 시설 공사 방법으로 옳은 것은?	금속관 공사 (또는 케이블 공사)	가연성 가스 → 금캐 (금속관 공사, 케이블 공사)만 적합.
2:12:20	419	전기설비	가공 전선로의 지지물이 아닌 것은?	지선	지선은 지지물을 보강하는 것이지 지지물 자체는 아니다. (지지물: 목주, 철근 콘크리트 주, 철탑 등)
2:12:35	420	전기설비	합성 수지관 배선에 대한 설명으로 틀린 것은?	사용되는 관 및 박스 기타 부속품은 온도 변화에 의한 신축을 고려할 필요가 없다.	합성 수지관은 온도 변화에 의한 신축을 고려해야 한다. (열 변형에 취약)
2:13:28	421	전기설비	가요 전선관 상호 접속에 사용되는 부속품은?	스플릿 커플링	가요-가요 접속 → 스플릿 커플링.
2:13:42	422	전기설비	다음 중 방수형 콘센트의 심벌은?	WP 표시된 콘센트 심벌	Water Proof → WP.
2:13:49	423	전기설비	아래 그림의 기호(구멍이 뽕뽕 뚫린 콘센트 모양)가 나타내는 것은?	비상 콘센트	구멍 뽕뽕 그림 → 비상 콘센트.
2:13:54	424	전기설비	분전반에 대한 설명으로 틀린 것은?	배선을 모두 분전반 2면으로 하였다.	분전반의 이면에는 배선 및 기구를 배치하지 말아야 한다. (전면에 배치)
2:14:25	425	전기설비	비교적 장력이 적고 다른 종류의 지선을 시설할 수 없는 경우, 지선용 근가를 지지물 근원 가까이에 매설하여 시설하는 지선은?	궁지선	근가 매설, 장력 적음 → 궁지선 (궁지에 몰린 모양).
2:14:43	426	전기설비	가공 전선로에 케이블을 사용하는 경우, 케이블은 조가용선에 행거를 사용하여 조가한다. 이때 사용 전압이 고압일 경우 그 행거의 간격은?	50cm 이하	고압 케이블 조가용선 행거 간격 → 50cm 이하.
2:15:06	427	전기설비	절연 전선을 동일 금속 덕트에 넣을 경우, 전선 단면적 총합계는 금속 덕트 단면적의 몇 % 이하로 해야 하는가? (단, 제어 회로용 등의 특수한 경우 제외)	20% 이하	금속 덕트 → 전선 단면적 합계 20% 이하. (제어 회로용 등은 50% 이하)
2:15:28	428	전기설비	400V 이하 옥내 배선의 절연 저항 측정에 가장 알맞은 절연 저항계는?	500V 메거	400V 이하 측정 시 → 측정 전압보다 높은 500V 메거 사용.
2:15:44	429	전기설비	고압 가공 인입선이 일반적으로 도로 횡단 시 설치 높이는?	6m 이상	고압 가공 인입선 도로 횡단 → 6m 이상. (저압은 5m 이상)
2:16:03	430	전기설비	금속 전선관과 비교한 합성 수지 전선관 공사의 특징으로 거리가 먼 것은?	열에 강하다.	합성 수지 전선관은 열에 취약하여 변형이 쉽다.
2:16:17	431	전기설비	권상기, 기중기 등으로 물건을 내릴 때와 같이 전동기가 가지는 운동 에너지로 발전기를 동작시켜 발생한 전력을 반환시켜 제동하는 방식은?	회생 제동	운동 에너지를 전기 에너지로 변환/회수 → 회생 제동.
2:16:44	432	전기설비	전선 접속 방법 중 트위스트 직선 접속이 적용되는 전선은?	6mm2 이하의 가는 단선	트위스트 접속 → 6mm2 이하의 가는 단선 직선 접속.
2:16:55	433	전기설비	합성 수지 몰드 공사의 시공에서 잘못된 것은?	베이스를 조영제에 부착하는 경우 1m 간격마다 나사 등으로 경고하게 부착한다.	합성 수지 몰드 공사 지지점 간 거리 → 40cm ~ 50cm마다 부착해야 한다. (1m 틀림)
2:17:30	434	전기설비	저압 인입선 접속점 선정으로 잘못된 것은?	인입선은 약전류 전선로와 가까이 시설할 것.	저압 인입선은 약전류 전선로와 충분히 이격하여 시설해야 한다.
2:18:01	435	전기설비	저압 가공 전선 또는 고압 가공 전선이 도로를 횡단하는 경우 지표상 설치 높이는?	6m 이상	저압(5m)과 고압(6m) 중 높은 기준인 6m 이상으로 해야 한다.
2:18:15	436	전기설비	손 작업 쇠톱날의 크기가 아닌 것은? (보기: 200, 250, 550, 300mm)	550mm	손 작업 쇠톱날 규격은 200, 250, 300mm 등이 있으며, 550mm는 규격이 아니다.
2:18:29	437	전기설비	금속관을 구부리는 경우, 굴곡의 안측 반지름은 전선관 안지름의 몇 배 이상으로 해야 하는가?	여섯 배 이상	금속관 (또는 1종 가요전선관) 굴곡 안측 반지름 → 안지름의 6배 이상.
2:18:40	438	전기설비	전기 난방 기구인 전기 담요나 전기 장판의 보호형으로 사용되는 표준은?	온도 표준	전열 기구 (온도 관련) 보호 → 온도 표준.
2:18:50	439	전기설비	금속 전선관 공사 시 노크아웃 구멍이 금속관보다 클 때 사용되는 접속 기구는?	링 리듀서	큰 구멍을 줄여서 (Reduce) 고정 → 링 리듀서.
2:19:02	440	전기설비	차단기를 시설해야 하는 곳으로 가장 적합한 것은?	고압에서 저압으로 변성하는 2차측의 저압측 전선	접다접 (접지선, 중성선, 접지공사 접지선)이 아닌 곳은 차단기 시설. → 변압기 2차측 저압측 전선에는 설치.
2:19:24	441	전기설비	전등 한 개를 두 개소에서 전멸하고자 할 때 옳은 배선은?	3로 스위치 2개 사용	전등 1개 2개소 전멸 → 3로 스위치 2개.
2:19:36	442	전기설비	케이블을 조영제에 지지하는 경우에 이용되는 것이 아닌 것은? (보기: 클리트, 스테이플, 새들, 터미널 캡)	터미널 캡	터미널 캡은 전선 끝부분을 보호하는 캡. (지지 부속 아님)
2:19:57	443	전기설비	아래 그림에서 배전반을 나타내는 그림 기호는?	흰 바탕의 X 표시 기호	배전반 → 흰색 바탕의 X 표시. (분전반은 칠해지지 않은 네모)
2:20:09	444	전기설비	A종 철근 콘크리트 주에 전장이 15m인 경우 땅에 묻히는 깊이는 최소 몇 미터 이상으로 해야 하는가? (설계하중 6.8kN 이하)	2.5m	철근 콘크리트 주 묻히는 깊이: 전장 15m 이하 → 전장의 1/6. 15×1/6=2.5m.
2:20:38	445	전기설비	정션 박스 내에서 전선을 접속할 수 있는 것은?	와이어 커넥터	정션 박스 내 전선 접속 → 와이어 커넥터.
2:20:46	446	전기설비	흥행장의 저압 공사에서 잘못된 것은?	공연장, 흥행장, 무대 등의 전로에는 전용 개폐기 및 과전류 차단기 시설할 필요 없다.	흥행장 저압 공사 → 전용 개폐기 및 과전류 차단기를 반드시 시설해야 한다.
2:21:23	447	전기설비	티탄을 제조하는 공장(먼지가 쌓여 착화 시 폭발 우려)의 옥내 배선 설치 시 알맞은 공사 방법은?	금속관 공사 (또는 케이블 공사)	티탄 제조 공장 (폭발 우려) → 금캐 (금속관 공사, 케이블 공사)가 적합. (합성수지몰드, 라이팅덕트, 금속몰드 모두 부적합)
2:21:44	448	전기설비	가요 전선관에 대한 설명으로 잘못된 것은?	제1종 가요 전선관을 구부리는 경우 곡률 반지름은 관 안지름의 10배 이상으로 해야 한다.	제1종 가요 전선관 곡률 반지름 → 관 안지름의 6배 이상으로 해야 한다. (육가요 1종)
2:22:23	449	전기설비	고압 보안 공사 시 고압 가공 전선로의 경간은 철탑의 경우 얼마 이하로 하는가?	400m 이하	고압 보안 공사 철탑 경간 → 400m 이하. (목주, A종 철주/철근 콘크리트주는 100m)
2:22:40	450	전기설비	기구 단자의 전선 접속 시 진동 등으로 헐거워질 염려가 있을 때 사용하는 것은?	스프링 와셔	진동, 헐거워짐 방지 → 스프링 와셔.
2:22:47	451	전기설비	합성 수지 전선관 공사에서 관 상호관 접속에 사용되는 부속품은?	커플링	관 상호 접속 → 커플링.
2:23:08	452	전기설비	다음 중 배선 기구가 아닌 것은? (보기: 개폐기, 접속기, 배선용 차단기, 배전반)	배전반	배전반은 제어/관리용 반(Panel)이며, 개폐기/차단기 등은 배선 기구에 속한다.
2:23:26	453	전기설비	전기 기술 설비 기준의 판단 기준에서 가공 전선로의 지지물에 하중이 가해지는 경우 그 하중을 받는 지지물의 기초의 안전률은?	2 이상	지지물 기초 안전율 → 2 이상.
2:23:37	454	전기설비	최대 사용 전압이 220V인 3상 유도 전동기의 절연 내력 시험 전압은 몇 볼트로 해야 하는가?	500V	최대 사용 전압 500V 미만인 경우 → 500V로 시험한다.
2:24:10	455	전기설비	피뢰기의 약호는?	LA	Lightning Arrester → LA.
2:24:19	456	전기설비	진열장 안 400V 미만 저압 옥내선 시, 외부에서 보기 쉬운 곳에 사용하는 전선의 단면적은 몇 mm2 이상의 코드 또는 캡타이어 케이블이어야 하는가?	0.75mm2 이상	진열장 → 0.75mm2 이상 (치로).
2:24:40	457	전기설비	조명 공학에서 사용되는 **칸델라(cd)**는 무엇의 단위인가?	광도	cd (칸델라) → 광도.
2:24:48	458	전기설비	누전 차단기의 설치 목적은 바로 무엇을 차단하기 위함인가?	지락 (사고)	누전 차단기 → 지락 사고 방지.
2:25:01	459	전기설비	절연물 중에서 가교 폴리에틸렌과 에틸렌 프로필렌 고무 혼합물 (EPR)의 허용 온도는?	90∘C	XLPE (가교 폴리에틸렌), EPR 허용 온도 → 90∘C.
2:25:24	460	전기설비	금속 전선관 공사에서 사용되는 후강 전선관 규격이 아닌 것은? (보기: 16, 22, 50, 54)	50	후강 전선관 규격: 16, 22, 28, 36, 42, 54, 70, 82, 92, 104. (50은 박강 규격에 있음)
2:25:48	461	전기설비	완전 확산면은 어느 방향에서 보아도 무엇이 동일한가?	휘도	완전 확산면 → 휘도 (단위 면적당 광도)가 동일.
2:26:05	462	전기설비	교통 신호 등 회로에 사용 전압이 몇 볼트를 초과하는 경우에 지락 발생 시 자동적으로 전로를 차단하는 장치를 시설해야 하는가?	150V 초과	교통 신호 등 지락 차단 → 150V 초과 시 설치.
2:26:23	463	전기설비	배선을 합성 수지관 공사에 실시할 때 사용할 수 있는 단선의 최대 굵기는?	10mm2	합성 수지관 공사 단선 최대 굵기 → 10mm2. (텐팬텐)
2:26:33	464	전기설비	450/750V 일반용 단심 비닐 절연 전선의 약호는?	NR	Normal (일반용), Rubber-insulated (고무절연)이 아닌 Vinyl-insulated (비닐절연)의 약자로 통용. (NR이 단심 비닐 절연 전선의 약호로 사용됨)
2:27:08	465	전기설비	차단기의 문자 기호 중 52는 무엇을 뜻하는가?	유입 차단기	$\text{O}$il $\text{C}$ircuit $\text{B}$reaker (OCB)의 계전기 번호 52→ 유입 차단기.
2:27:37	466	전기설비	역률 개선 효과로 볼 수 없는 것은?	감전 사고 감소	역률 개선 → 전력 손실/전압 강하 감소, 설비 이용률 증가. 감전 사고와는 무관.
2:27:57	467	전기설비	배선 공사에서 절연 전선의 피복을 벗길 때 사용하면 편리한 공구는?	와이어 스트리퍼	전선 피복 벗김 → 와이어 스트리퍼. (스트리퍼)
2:28:04	468	전기설비	애자 사용 공사를 건조한 장소에 시설하고자 한다. 사용 전압이 400V 미만일 때, 전선과 조영제 사이의 이격거리는?	2.5cm 이상	애자 공사 400V 미만, 건조한 장소 → 2.5cm 이상. (400V 초과는 4.5cm 이상)
2:28:22	469	전기설비	전선 접속 방법 중 트위스트 직선 접속이 적용되는 전선은?	6mm2 이하에 가는 단선	트위스트 접속 → 6mm2 이하의 가는 단선 직선 접속.
2:28:29	470	전기설비	건축물에 고정되는 본체부와 제거/개폐할 수 있는 커버로 이루어지며, 절연 전선, 케이블 및 코드를 완전하게 수용할 수 있는 구조의 배선 설비 명칭은?	케이블 트렁킹	전선을 완전하게 수용하는 구조 → 케이블 트렁킹.
2:28:53	471	전기설비	성냥을 제조하는 공장의 공사 방법으로 틀린 것은?	금속 몰드 공사	성냥 제조 공장 (가연성 위험 물질) → 합금캐 (합성수지관, 금속관, 케이블 공사)만 가능. 금속 몰드 공사 부적합.
2:29:05	472	전기설비	콘크리트 조영제에 볼트를 시설할 때 필요한 공구는?	드라이브 비트	콘크리트 벽에 볼트 박기 → 드라이브 비트.
2:29:11	473	전기설비	실내 면적 100m2인 교실에 전광속 $2500\text{lm}$인 40W 형광등을 설치하여 평균 조도 $150\text{lx}$로 하려면 몇 개 등을 설치하면 되겠는가? (조명률 50%, 감광 보상률 1.25)	15개	조명 개수 N=Φ⋅UD⋅E⋅A​=2500⋅0.51.25⋅150⋅100​=15개. (감조면 / 속명률)
2:30:18	474	전기설비	교류 배전반에서 전류가 많이 흘러서 전류계를 직접 주회로에 연결할 수 없을 때 사용하는 기기는?	계기용 변류기	큰 전류를 작은 전류로 변성하여 측정 → 계기용 변류기 (CT).
2:30:16	475	전기설비	교류 배전반에서 전류가 많이 흘러 전류계를 직접 주회로에 연결할 수 없을 때 사용하는 기기는?	계기용 변류기 (CT)	**계기용 변류기(CT)**는 대전류를 소전류로 변환하여 안전하게 측정하고 절연을 유지하는 장치.
2:30:35	476	전기설비	진동이 심한 전기 기계 기구의 단자에 전선을 접속할 때 진동 등으로 헐거워질 염려가 있어 사용해야 하는 부품은?	스프링 워셔	진동으로 인한 풀림 방지에는 스프링 워셔 사용.
2:30:52	477	전기설비	가공전선에 케이블을 사용하는 경우, 케이블을 조가용선에 행거로 시설할 때 사용 전압이 고압인 경우 행거 간격은 몇 cm 이하로 시설해야 하는가?	50cm 이하	고압 가공 케이블, 조가용선 행거 간격: 50cm 이하.
2:31:08	478	전기설비	라이팅 덕트 공사에 의한 저압 옥내선 시설 기준으로 틀린 것은? (덕트 개구부가 위로 향하여 시설할 것)	덕트 개구부가 위로 향하여 시설할 것	덕트 개구부는 먼지나 이물질 유입 방지를 위해 아래로 향하게 시설해야 함.
2:31:31	479	전기설비	고압 가공전선로에서 지지물로 철탑을 사용할 때 경간은 몇 m 이하로 제한하고 있는가?	600m 이하	고압 가공전선로 철탑 경간: 600m 이하.
2:31:44	480	전기설비	A종 철근 콘크리트 주 길이가 9m이고 설계하중이 6.8kN인 경우 땅에 묻히는 깊이는?	1.5m	전주 묻는 깊이: 15m 이하(L×1/6), 15m 초과(2.5m). 9m는 15m 이하이므로 9×1/6=∗∗1.5m**.
